256248787	b'robinlustig'	b'Robin Lustig'
1650400578	b'ABCoverD'	b'A.B.C.D.'
1926394488	b'OlufsenAndBang'	b'Olufsen & Bang'
19534873	b'arusbridger'	b'alan rusbridger'
103104475	b'textsfrommum'	b'Texts from Mum'
333694900	b'WilfridWood'	b'Wilfrid Wood'
981072504	b'jeffsmithsbone'	b'jeff smith'
602321034	b'MrKeenan'	b'Jamie Keenan'
1685497015	b'byDavidLucas'	b'David Lucas'
119050790	b'PeteLordAardman'	b'Peter Lord'
172342478	b'lecarre_news'	b'John le Carr - News'
242089940	b'BerrymanHannah'	b'Hannah Berryman'
21311560	b'Pappystweet'	b"Pappy's"
1566935580	b'The_Real_John_P'	b'John Porcellino'
1561328677	b'onepagepitch'	b'onepagepitch'
95465293	b'simoncgrant'	b'Simon Grant'
1493453510	b'tomroucoux'	b'Tom Roucoux'
17336417	b'jackwhitehall'	b'Jack Whitehall'
1426186543	b'sestories'	b'SearchEngineStories'
460077816	b'lassociation'	b"L'Association"
18149219	b'stevyncolgan'	b'Colgers'
109080285	b'ottolenghi'	b'Ottolenghi'
159125669	b'denis_campbell'	b'Denis Campbell'
49116177	b'boztm'	b'Boz Temple-Morris'
18774246	b'Baddiel'	b'David Baddiel'
17336372	b'frankieboyle'	b'Frankie Boyle'
14450202	b'rognbrow'	b'Roger Browning'
601887806	b'typeasimage'	b'David Pearson'
53364890	b'typocircle'	b'Typographic Circle'
64399747	b'baddabyng'	b'Jamie Byng'
1201051748	b'AccidentalP'	b'Accidental Partridge'
1000262514	b'SeinfeldToday'	b'Modern Seinfeld'
615027583	b'TheKitschies'	b'The Kitschies'
59308972	b'RSikoryak'	b'R. Sikoryak'
194868525	b'wself'	b'Will Self'
36634833	b'kmanolessou'	b'katherina manolessou'
944045263	b'Michael_Haneke'	b'Michael Haneke'
16786977	b'Comic_Con'	b'San Diego Comic-Con'
32493647	b'TimHarford'	b'Tim Harford'
266192063	b'WoodyAllenDaily'	b'Woody Allen'
798684332	b'QuietusComics'	b'Quietus Comics'
436668478	b'SmallPublishers'	b'Small Publishers'
23487310	b'watsoncomedian'	b'Mark Watson'
19111767	b'RobBrydon'	b'Rob Brydon'
611577289	b'BritComicAwards'	b'British Comic Awards'
14223960	b'Harkaway'	b'Nick Harkaway'
421944319	b'TerryGilliam'	b'Terry Gilliam'
333939483	b'EggsMilkButter'	b'verascomics'
323014911	b'DailyPlum'	b'DailyPlum'
259288589	b'MyStephanomics'	b'Stephanie Flanders'
28049003	b'GreatDismal'	b'William Gibson'
367284950	b'StephenMerchant'	b'Stephen Merchant'
567120739	b'BanksyIdeas'	b'Banksy Ideas'
240402808	b'danielclowes'	b'Daniel Clowes'
18729020	b'scottlava'	b'Scott C.'
21613977	b'dirtbagg'	b'Jillian Tamaki'
18235160	b'sampaints'	b'Sam Weber'
90769492	b'luckygab'	b'Gabrielle Bell'
553115088	b'AmbroseBierce1'	b'Ambrose Bierce'
1434251	b'nytimesbooks'	b'New York Times Books'
51023770	b'BBCArchive'	b'BBC Archive'
23894619	b'mendelsund'	b'Peter Mendelsund'
334209487	b'MonsterSupplies'	b'Monster Supplies'
529270656	b'nobrowshop'	b'Nobrow Shop'
6352152	b'mattforsythe'	b'Matt Forsythe'
49085415	b'kevinh1000'	b'Kevin Huizenga'
305097347	b'AlanPQuotes'	b'AlanPartridgeQuotes'
263292498	b'AlbertBrooks'	b'Albert Brooks'
36686415	b'galifianakisz'	b'zach galifianakis'
17281700	b'cartoonstudies'	b'Cartoon Studies'
80700514	b'RealTracyMorgan'	b'Tracy Morgan'
5971922	b'BoingBoing'	b'Boing Boing'
20434602	b'gray318'	b'Jonathan Gray'
317752265	b'mariondeuchars'	b'Marion Deuchars'
459253973	b'100DollarShow'	b'100 Dollar Show'
5225991	b'Tate'	b'Tate'
449646423	b'VicReeves1'	b'The Real Vic Reeves'
49848356	b'lisadraws'	b'Lisa Hanawalt'
19394186	b'charltonbrooker'	b'Charlie Brooker'
320134516	b'PythonJones'	b'Terry Jones'
456916306	b'GraemeGarden1'	b'Graeme Garden'
268241662	b'BBCFreeThinking'	b'BBC Free Thinking'
226595285	b'FrancineFilm'	b'Francine Stock'
16681111	b'caitlinmoran'	b'Caitlin Moran'
15687399	b'BFI'	b'BFI'
455744166	b'garrettworld'	b'Scott Garrett'
317108265	b'SharonSorensen'	b'Sharon Sorensen'
449349346	b'BradBirdA113'	b'Brad Bird'
130922325	b'kristenschaaled'	b'Kristen Schaal'
22413809	b'scottmccloud'	b'Scott Mc'
20068048	b'chrisgauld'	b'Chris Gauld'
19015847	b'nicolasbulb'	b'Nicolas Robel'
422547099	b'the50p_'	b'50 pence coin'
